2000 Eigenvalues converges, out of 2000 requested.
Running with Naux = 1400
read ../MA_best/Simulate_CWNO/CWNO_final_tilde.dat
Starting Davidson with n_aux = 1400, l_buffer = 2600, lc = 2010, thresh = 0.0001, max_iter = 100
Iter 1: V_size = 350, Converged = 0, ‖r‖ (largest λ) = 0.06417653067344947
Iter 2: V_size = 700, Converged = 1, ‖r‖ (largest λ) = 8.142646061707302e-5
Iter 3: V_size = 1050, Converged = 110, ‖r‖ (largest λ) = 3.1246183535509037e-7
Iter 4: V_size = 1400, Converged = 354, ‖r‖ (largest λ) = 3.9785593044805005
Iter 5: V_size = 456, Converged = 373, ‖r‖ (largest λ) = 1.5904548489443176e-7
Iter 6: V_size = 806, Converged = 373, ‖r‖ (largest λ) = 1.0686211146426214
Iter 7: V_size = 1156, Converged = 373, ‖r‖ (largest λ) = 0.013710431218775077
Iter 8: V_size = 700, Converged = 373, ‖r‖ (largest λ) = 0.014514427794464168
Iter 9: V_size = 1050, Converged = 373, ‖r‖ (largest λ) = 0.00405291819276954
Iter 10: V_size = 1400, Converged = 374, ‖r‖ (largest λ) = 0.0002027991004806629
Iter 11: V_size = 699, Converged = 673, ‖r‖ (largest λ) = 2.2223619460429635e-5
Iter 12: V_size = 1049, Converged = 674, ‖r‖ (largest λ) = 3.5784618523985974
Iter 13: V_size = 1399, Converged = 723, ‖r‖ (largest λ) = 9.262524434834786e-6
Iter 14: V_size = 651, Converged = 723, ‖r‖ (largest λ) = 0.0025926889069136493
Iter 15: V_size = 1001, Converged = 723, ‖r‖ (largest λ) = 0.0005556310087352304
Iter 16: V_size = 1351, Converged = 728, ‖r‖ (largest λ) = 0.0001106558178790178
Iter 17: V_size = 695, Converged = 793, ‖r‖ (largest λ) = 2.8377449368551084e-5
Iter 18: V_size = 1045, Converged = 830, ‖r‖ (largest λ) = 1.866245538125193
Iter 19: V_size = 1395, Converged = 961, ‖r‖ (largest λ) = 1.4895008873331455
Iter 20: V_size = 569, Converged = 1008, ‖r‖ (largest λ) = 4.84203872420331e-5
Iter 21: V_size = 919, Converged = 1013, ‖r‖ (largest λ) = 1.6064256608773155
Iter 22: V_size = 1269, Converged = 1013, ‖r‖ (largest λ) = 0.6760549915210352
Iter 23: V_size = 700, Converged = 1023, ‖r‖ (largest λ) = 4.317524434878419e-5
Iter 24: V_size = 1050, Converged = 1040, ‖r‖ (largest λ) = 0.6369557636590963
Iter 25: V_size = 1400, Converged = 1067, ‖r‖ (largest λ) = 0.838891606637422
Iter 26: V_size = 673, Converged = 1117, ‖r‖ (largest λ) = 6.55959262226445e-5
Iter 27: V_size = 1023, Converged = 1127, ‖r‖ (largest λ) = 1.1604662573347904
Iter 28: V_size = 1373, Converged = 1130, ‖r‖ (largest λ) = 0.567888913967853
Iter 29: V_size = 697, Converged = 1186, ‖r‖ (largest λ) = 4.2080130674101047e-5
Iter 30: V_size = 1047, Converged = 1243, ‖r‖ (largest λ) = 1.3313433977300733
Iter 31: V_size = 1397, Converged = 1243, ‖r‖ (largest λ) = 1.3003387188641222
Iter 32: V_size = 700, Converged = 1358, ‖r‖ (largest λ) = 3.909343333625476e-5
Iter 33: V_size = 1050, Converged = 1361, ‖r‖ (largest λ) = 1.792505552864766
Iter 34: V_size = 1400, Converged = 1373, ‖r‖ (largest λ) = 0.398841715588553
Iter 35: V_size = 688, Converged = 1377, ‖r‖ (largest λ) = 0.00012690317672228127
Iter 36: V_size = 1038, Converged = 1408, ‖r‖ (largest λ) = 0.5108478156925694
Iter 37: V_size = 1388, Converged = 1445, ‖r‖ (largest λ) = 1.0132962274800528
Iter 38: V_size = 663, Converged = 1492, ‖r‖ (largest λ) = 5.366918984673866e-5
Iter 39: V_size = 1013, Converged = 1502, ‖r‖ (largest λ) = 1.231377864795746
Iter 40: V_size = 1363, Converged = 1509, ‖r‖ (largest λ) = 0.5121999047254597
Iter 41: V_size = 693, Converged = 1545, ‖r‖ (largest λ) = 4.593435597315739e-5
Iter 42: V_size = 1043, Converged = 1567, ‖r‖ (largest λ) = 0.6810170884168338
Iter 43: V_size = 1393, Converged = 1583, ‖r‖ (largest λ) = 0.8391299292157166
Iter 44: V_size = 684, Converged = 1667, ‖r‖ (largest λ) = 4.563450220013267e-5
Iter 45: V_size = 1034, Converged = 1678, ‖r‖ (largest λ) = 1.405329437427989
Iter 46: V_size = 1384, Converged = 1685, ‖r‖ (largest λ) = 0.48748799440993945
Iter 47: V_size = 693, Converged = 1727, ‖r‖ (largest λ) = 4.865971463195866e-5
Iter 48: V_size = 1043, Converged = 1734, ‖r‖ (largest λ) = 1.1175804868889616
Iter 49: V_size = 1393, Converged = 1745, ‖r‖ (largest λ) = 0.47481762815769113
Iter 50: V_size = 689, Converged = 1833, ‖r‖ (largest λ) = 5.2336953216045825e-5
Iter 51: V_size = 1039, Converged = 1842, ‖r‖ (largest λ) = 1.3563558514843814
Iter 52: V_size = 1389, Converged = 1846, ‖r‖ (largest λ) = 0.49104285847398904
Iter 53: V_size = 696, Converged = 1895, ‖r‖ (largest λ) = 4.2841547058715655e-5
Iter 54: V_size = 1046, Converged = 1903, ‖r‖ (largest λ) = 1.0832976795045837
Iter 55: V_size = 1396, Converged = 1934, ‖r‖ (largest λ) = 0.4861408837970481
Iter 56: V_size = 669, Converged = 2003, ‖r‖ (largest λ) = 5.205265968377719e-5
Iter 57: V_size = 1019, Converged = 2003, ‖r‖ (largest λ) = 1.4571131132035093
Converged all required eigenvalues (cluster-aware). Iter = 58
8261.601546 seconds (1.02 G allocations: 45.325 TiB, 1.44% gc time)
Number of FLOPs: 166994274725573

Reading exact Eigenvalues...
Reading eigenvalues from ../MA_best/Simulate_CWNO/CWNO_final_tilde_results.jld2

Compute the difference between computed and exact eigenvalues:
1×2000 adjoint(::Vector{Float64}) with eltype Float64:
